Cameraman.bmp,,8,16,32,64,128,
US-ASCII,0,51.13157143044206,56.35111154477573,60.484073995253205,63.74287786388304,67.41942991155874,
US-ASCII,1,51.14521413090752,56.38334215799115,60.451159843264335,63.81096573940577,67.57987355945731,
US-ASCII,2,51.15983148544767,56.39977002180604,60.46361517522986,63.78165441451506,67.51038495990403,
US-ASCII,3,51.12998477336333,56.39621278207074,60.472696087726156,63.75495838577272,67.43069566319127,
US-ASCII,4,51.12417198512446,56.34056721226603,60.43648581172175,63.80117330049028,67.49891085859556,
US-ASCII,5,51.151320858748555,56.382012888536586,60.4670182926711,63.83307979192288,67.5276531529091,
US-ASCII,6,51.16822545420942,56.385115150389325,60.47724367433961,63.85778375397814,67.5276531529091,
US-ASCII,7,51.1420314175324,56.382455933149984,60.472696087726156,63.76949950924236,67.40819330808716,
US-ASCII,8,51.143357264660494,56.36432806385899,60.45002930965935,63.78408948316255,67.40819330808716,
US-ASCII,9,51.17035984168034,56.39843571543505,60.47155993472582,63.738055048485656,67.37465688801129,
US-ASCII,10,51.140971031183405,56.38555851160854,60.443252281258346,63.752539591603245,67.45898856337992,
US-ASCII,11,51.12166432063512,56.35463201903399,60.4579492320661,63.735645647692074,67.38580694501921,
US-ASCII,12,51.135011177333276,56.36918421613211,60.484073995253205,63.72842545514122,67.44199071460098,
US-ASCII,13,51.13461414439256,56.40065978718901,60.46248139508532,63.71881716622425,67.42505913440652,
US-ASCII,14,51.16529238315338,56.40154973490094,60.49205630385018,63.80851555890692,67.39139272690696,
US-ASCII,15,51.13646727540106,56.372277324441455,60.47610633118292,63.80361934100496,67.43633951690178,
US-ASCII,16,51.150656667880725,56.38777599688471,60.497766948747994,63.81096573940577,67.45331521859005,
US-ASCII,17,51.16609211519119,56.40912166255858,60.484073995253205,63.76707260511716,67.42505913440652,
US-ASCII,18,51.12681319716174,56.36256353572135,60.474969285799006,63.70444447306543,67.45331521859005,
US-ASCII,19,51.1399109036783,56.39621278207074,60.46815325800332,63.823237419848454,67.40819330808716,
US-ASCII,20,51.107174652050446,56.35947733552719,60.473832538032006,63.733237582856866,67.45898856337992,
US-ASCII,21,51.12403996667815,56.363886864608446,60.451159843264335,63.79872863686308,67.41942991155874,
US-ASCII,22,51.15039101997294,56.395768331902104,60.45568492293293,63.747706040943996,67.45898856337992,
US-ASCII,23,51.15584005251642,56.35243138821973,60.489774146772426,63.80117330049028,67.40819330808716,
US-ASCII,24,51.149063024115414,56.40154973490094,60.50577448788819,63.788963720283654,67.5276531529091,
US-ASCII,25,51.11981749394225,56.386445369855245,60.480657492007104,63.79384343407685,67.51038495990403,
US-ASCII,26,51.14640825001292,56.366976201025814,60.50577448788819,63.8355438741558,67.33585559132545,
US-ASCII,27,51.12430400758405,56.35507227903935,60.437612824786086,63.69488903506535,67.51613339862422,
US-ASCII,28,51.14693907502355,56.40689325426965,60.493197832262325,63.84541420753856,67.65049210433217,
US-ASCII,29,51.16356013544621,56.409567481459455,60.480657492007104,63.791402891827154,67.44764927542629,
US-ASCII,30,51.143489871638074,56.362122515683495,60.446639473541595,63.733237582856866,67.30835109902115,
US-ASCII,31,51.13487882898667,56.34759392197005,60.480657492007104,63.74287786388304,67.37465688801129,
US-ASCII,32,51.125228277193166,56.34847306060039,60.438740130391125,63.78165441451506,67.52188945621836,
