åÎÇËÉpÉ^Å[Éìí∑, ñÑÇﬂçûÇ›îÕàÕ, ñÑÇﬂçûÇ›ó¶,PSNR,SSIM,åÎÇËó¶
8,1,100.0,51.13157143044206,0.997481098481642,50.10986328125
8,2,100.0,44.02054082405168,0.9876270113945127,50.146484375
8,3,100.0,37.664016614289366,0.9513898721997806,50.093587239583336
8,4,100.0,31.575350078969752,0.8508561667065851,50.11405944824219
8,5,100.0,25.551389899413472,0.6650895371030534,50.0830078125
8,6,100.0,19.60041283193622,0.437783613785656,50.0274658203125
8,7,100.0,13.143341710204544,0.21239442995911084,50.020926339285715
8,8,100.0,6.734832127454289,0.010165579284648958,50.00457763671875
9,1,88.88888888888889,52.514895974851676,0.9981173505603697,36.4410400390625
9,2,88.88888888888889,45.402558396437385,0.9906468647001891,36.47918701171875
9,3,88.88888888888889,39.10018538722754,0.9628606767822416,36.43646240234375
9,4,88.88888888888889,33.03674117112185,0.8799380412306071,36.43035888671875
9,5,88.88888888888889,26.996683957108964,0.7097421074354396,36.416015625
9,6,88.88888888888889,21.034839711092836,0.4850701969065634,36.383056640625
9,7,88.88888888888889,14.712711108731416,0.2638814100795747,36.368015834263396
9,8,88.88888888888889,8.376510558266215,0.05992078239340874,36.362457275390625
10,1,80.0,53.277709447228915,0.9984017908765482,30.57098388671875
10,2,80.0,46.19688903103052,0.9920575608933622,30.5755615234375
10,3,80.0,39.92524106094132,0.9684194100189518,30.527750651041668
10,4,80.0,33.83741011459315,0.8945780897979038,30.5419921875
10,5,80.0,27.80677166152207,0.7335772732901635,30.537109375
10,6,80.0,21.817997069863484,0.513261512482617,30.527242024739582
10,7,80.0,15.53315417912225,0.29472492700264413,30.498613630022323
10,8,80.0,9.25560122352676,0.08673138034501364,30.487442016601562
11,1,72.72727272727273,54.095568653346746,0.9986612390791153,25.323486328125
11,2,72.72727272727273,47.01779442144235,0.9933410774555326,25.35247802734375
11,3,72.72727272727273,40.72804430978788,0.9734313030368523,25.34332275390625
11,4,72.72727272727273,34.64577273726711,0.9082531768143511,25.334548950195312
11,5,72.72727272727273,28.616217677493452,0.7585441372132462,25.33538818359375
11,6,72.72727272727273,22.655819291654655,0.5411692758690593,25.3326416015625
11,7,72.72727272727273,16.41048958015256,0.322650834168372,25.3173828125
11,8,72.72727272727273,10.190601059659476,0.11508191785408248,25.302696228027344
12,1,66.66666666666666,54.69452071080659,0.9988304414367307,22.0611572265625
12,2,66.66666666666666,47.65488473372144,0.9942267790649031,22.04132080078125
12,3,66.66666666666666,41.365011659439226,0.9764601655115961,22.039794921875
12,4,66.66666666666666,35.26770651396775,0.9179620491444124,22.031021118164062
12,5,66.66666666666666,29.25420932558513,0.7760375961769326,22.027587890625
12,6,66.66666666666666,23.272515760441955,0.5628959252850733,22.023518880208332
12,7,66.66666666666666,17.05173324089213,0.3438558555790201,22.014072963169642
12,8,66.66666666666666,10.840506232729926,0.13493267038842668,22.001075744628906
13,1,61.53846153846154,55.14449255987262,0.9989387785425919,19.88983154296875
13,2,61.53846153846154,48.10259892338752,0.9947575136380667,19.8822021484375
13,3,61.53846153846154,41.7919569467751,0.9784379424015988,19.911702473958332
13,4,61.53846153846154,35.73059827002342,0.9245721065758619,19.909286499023438
13,5,61.53846153846154,29.707026070664572,0.7905179236550794,19.90447998046875
13,6,61.53846153846154,23.70139328716992,0.5776260843513971,19.905598958333332
13,7,61.53846153846154,17.4937787323152,0.3588744241711869,19.901602608816965
13,8,61.53846153846154,11.298342079564122,0.14912650831047497,19.898414611816406
14,1,57.14285714285714,55.56135234745628,0.9990303152195192,18.0694580078125
14,2,57.14285714285714,48.5162624265383,0.9951618353474403,18.059539794921875
14,3,57.14285714285714,42.19718430285554,0.9801168281944789,18.088277180989582
14,4,57.14285714285714,36.13469223429273,0.9292102666309298,18.076324462890625
14,5,57.14285714285714,30.153059273579146,0.8016547174159326,18.0718994140625
14,6,57.14285714285714,24.11547251570193,0.5941030306579366,18.071746826171875
14,7,57.14285714285714,17.929543556794187,0.37554504502303676,18.065534319196427
14,8,57.14285714285714,11.713175234444215,0.16388834883746284,18.065452575683594
15,1,53.333333333333336,55.97062408634499,0.9991170329784987,16.44439697265625
15,2,53.333333333333336,48.92741653017832,0.9956448590723704,16.43524169921875
15,3,53.333333333333336,42.629487139730045,0.9819742207377904,16.477457682291668
15,4,53.333333333333336,36.56901636892443,0.9363438018939214,16.473388671875
15,5,53.333333333333336,30.56631909580083,0.8159197565044929,16.45782470703125
15,6,53.333333333333336,24.540138925015356,0.6135255561268105,16.4581298828125
15,7,53.333333333333336,18.342371324754364,0.3932984792121816,16.459001813616073
15,8,53.333333333333336,12.170158148930398,0.18199314988353607,16.454124450683594
16,1,50.0,56.35111154477573,0.9991945514579849,15.06500244140625
16,2,50.0,49.35156932849494,0.9960370770880407,15.027618408203125
16,3,50.0,43.06751996691952,0.9837215145081428,15.034993489583334
16,4,50.0,36.94030354272948,0.9404124993104043,15.038299560546875
16,5,50.0,30.941389405380804,0.8297450566468147,15.02899169921875
16,6,50.0,24.943111757251124,0.6374161400855664,15.0146484375
16,7,50.0,18.752097766676183,0.4171894571500066,15.013994489397321
16,8,50.0,12.611264278960467,0.20489371681187135,15.010261535644531
17,1,47.05882352941176,56.763323199317554,0.9992615358506659,13.70086669921875
17,2,47.05882352941176,49.73011730559484,0.9963940833574948,13.706207275390625
17,3,47.05882352941176,43.45402628581289,0.9850277179418665,13.710530598958334
17,4,47.05882352941176,37.35956634744926,0.9457677214244741,13.724136352539062
