åÎÇËÉpÉ^Å[Éìí∑, ñÑÇﬂçûÇ›îÕàÕ, ñÑÇﬂçûÇ›ó¶,PSNR,SSIM,åÎÇËó¶
8,1,100.0,51.13157143044206,0.9958574572284098,50.10986328125
8,2,100.0,44.18621411990631,0.9801532683767592,50.146484375
8,3,100.0,37.929653010369215,0.9269766009356951,50.093587239583336
8,4,100.0,31.779218175228223,0.7953850254242426,50.11405944824219
8,5,100.0,26.137535602356053,0.592339374341777,50.0830078125
8,6,100.0,20.102580903989654,0.3498415790330206,50.0274658203125
8,7,100.0,13.467888359905206,0.18062333537641564,50.020926339285715
8,8,100.0,7.045082458891993,0.012454075394699005,50.00457763671875
9,1,88.88888888888889,52.514895974851676,0.9969691096080829,36.4410400390625
9,2,88.88888888888889,45.55131525635176,0.9852279436755405,36.47918701171875
9,3,88.88888888888889,39.33079836343521,0.9442403077288467,36.43646240234375
9,4,88.88888888888889,33.17578115118627,0.8304444423117908,36.43035888671875
9,5,88.88888888888889,27.385339182580978,0.6276066995027121,36.416015625
9,6,88.88888888888889,21.38994084652024,0.38655984868468846,36.383056640625
9,7,88.88888888888889,14.92991183205319,0.20896970328141626,36.368015834263396
9,8,88.88888888888889,8.61619771373159,0.043880148474516524,36.362457275390625
10,1,80.0,53.277709447228915,0.9974617449546302,30.57098388671875
10,2,80.0,46.321957534426446,0.9876521687417205,30.5755615234375
10,3,80.0,40.09679472531139,0.9522276196832924,30.527750651041668
10,4,80.0,33.96551228650162,0.8500787619108277,30.5419921875
10,5,80.0,28.152123267168875,0.6533723940008904,30.537109375
10,6,80.0,22.132723713564406,0.4114506468618924,30.527242024739582
10,7,80.0,15.748510325974845,0.22880019595881032,30.498613630022323
10,8,80.0,9.464216006590929,0.06038688653394338,30.487442016601562
11,1,72.72727272727273,54.095568653346746,0.9978924719987786,25.323486328125
11,2,72.72727272727273,47.108590999961535,0.9895758313527355,25.35247802734375
11,3,72.72727272727273,40.860087441617516,0.9595626381332603,25.34332275390625
11,4,72.72727272727273,34.80030815408413,0.869738211550646,25.334548950195312
11,5,72.72727272727273,28.93091120695412,0.6824420775611456,25.33538818359375
11,6,72.72727272727273,22.88819292115288,0.43791323596713544,25.3326416015625
11,7,72.72727272727273,16.547898860559055,0.2480979687404895,25.3173828125
11,8,72.72727272727273,10.362563921740415,0.08118673199916501,25.302696228027344
12,1,66.66666666666666,54.69452071080659,0.9981694485754151,22.0611572265625
12,2,66.66666666666666,47.73883679621264,0.9910291083625614,22.04132080078125
12,3,66.66666666666666,41.522914017446325,0.9646493684875099,22.039794921875
12,4,66.66666666666666,35.38096638325159,0.8818566203237942,22.031021118164062
12,5,66.66666666666666,29.51201638365431,0.7022448102440401,22.027587890625
12,6,66.66666666666666,23.491161907690184,0.45891548792851344,22.023518880208332
12,7,66.66666666666666,17.207432875734618,0.26412255435180454,22.014072963169642
12,8,66.66666666666666,10.999025746993137,0.0942679784269748,22.001075744628906
13,1,61.53846153846154,55.14449255987262,0.9983511391359006,19.88983154296875
13,2,61.53846153846154,48.17482920635095,0.9918982294052819,19.8822021484375
13,3,61.53846153846154,41.93520155044209,0.9677350074582453,19.911702473958332
13,4,61.53846153846154,35.83544949999389,0.8908466535521751,19.909286499023438
13,5,61.53846153846154,29.960567907713322,0.7184503188795098,19.90447998046875
13,6,61.53846153846154,23.91004505339277,0.47613955659092605,19.905598958333332
13,7,61.53846153846154,17.619866825704243,0.2765615868030321,19.901602608816965
13,8,61.53846153846154,11.445608662846347,0.10679299815365331,19.898414611816406
14,1,57.14285714285714,55.56135234745628,0.9984904434001913,18.0694580078125
14,2,57.14285714285714,48.59695765394876,0.9926477028154306,18.059539794921875
14,3,57.14285714285714,42.29813905300119,0.9701778295517052,18.088277180989582
14,4,57.14285714285714,36.23144741585206,0.899083894755065,18.076324462890625
14,5,57.14285714285714,30.325427385277667,0.7326587925631116,18.0718994140625
14,6,57.14285714285714,24.316170783888428,0.49117538566608343,18.071746826171875
14,7,57.14285714285714,18.072074277435277,0.28906452294029145,18.065534319196427
14,8,57.14285714285714,11.880114395571177,0.11633228984269756,18.065452575683594
15,1,53.333333333333336,55.97062408634499,0.9986257729004431,16.44439697265625
15,2,53.333333333333336,49.016207072703786,0.9932784155276714,16.43524169921875
15,3,53.333333333333336,42.739306456282755,0.9728065459967425,16.477457682291668
15,4,53.333333333333336,36.649155784406716,0.9067059114927687,16.473388671875
15,5,53.333333333333336,30.76459091667747,0.7503786865588141,16.45782470703125
15,6,53.333333333333336,24.71454802834238,0.5133725117918492,16.4581298828125
15,7,53.333333333333336,18.462253744017644,0.3058601349609878,16.459001813616073
15,8,53.333333333333336,12.296777833885299,0.12906563638414345,16.454124450683594
16,1,50.0,56.35111154477573,0.9987446283493453,15.06500244140625
16,2,50.0,49.39178125129361,0.993857244337331,15.027618408203125
16,3,50.0,43.14402647828605,0.9751679767698103,15.034993489583334
16,4,50.0,37.05228789827541,0.9146460438935804,15.038299560546875
16,5,50.0,31.167685353704684,0.7682410892160046,15.02899169921875
16,6,50.0,25.13059706616621,0.539068167323665,15.0146484375
16,7,50.0,18.8728972656894,0.3257673943617732,15.013994489397321
16,8,50.0,12.710345261778908,0.148576647784325,15.010261535644531
17,1,47.05882352941176,56.763323199317554,0.9988529928682234,13.70086669921875
17,2,47.05882352941176,49.808978436182905,0.9944217638972879,13.706207275390625
17,3,47.05882352941176,43.52797572664949,0.9772198727454765,13.710530598958334
17,4,47.05882352941176,37.42296984128712,0.9199219249713361,13.724136352539062
17,5,47.05882352941176,31.509114176150717,0.777097438647946,13.72406005859375
17,6,47.05882352941176,25.490280682443185,0.549076608893514,13.711802164713541
17,7,47.05882352941176,19.240270850593138,0.3339102174848401,13.716997419084821
17,8,47.05882352941176,13.105078693002017,0.1552513862257185,13.718414306640625
18,1,44.44444444444444,57.153229437238686,0.9989551185808186,12.5244140625
18,2,44.44444444444444,50.158875709442235,0.9947992631669312,12.537384033203125
18,3,44.44444444444444,43.90280837932199,0.9790261253613682,12.52899169921875
18,4,44.44444444444444,37.82824949396144,0.9256644516086844,12.54425048828125
18,5,44.44444444444444,31.90257288626285,0.7867262997659423,12.528076171875
18,6,44.44444444444444,25.860281019759054,0.5565669285520536,12.525177001953125
18,7,44.44444444444444,19.705480218879433,0.34098661421082,12.520490373883929
18,8,44.44444444444444,13.541284386771542,0.15747304859796712,12.525367736816406
19,1,42.10526315789473,57.55310468713206,0.9990479797709967,11.4227294921875
19,2,42.10526315789473,50.56851289853205,0.9952692592690925,11.449432373046875
19,3,42.10526315789473,44.33279070202724,0.9808657149216731,11.446126302083334
19,4,42.10526315789473,38.28281467668401,0.9319637986478405,11.451339721679688
19,5,42.10526315789473,32.29139396077943,0.7994704749200819,11.4501953125
19,6,42.10526315789473,26.27612685097741,0.5731464032505627,11.446634928385416
19,7,42.10526315789473,20.106712734797693,0.353721582727889,11.448015485491071
19,8,42.10526315789473,13.93951977093275,0.16991861161614488,11.453437805175781
20,1,40.0,57.93489482576468,0.9991280961512546,10.46142578125
20,2,40.0,50.94063632337367,0.9956587123026696,10.482025146484375
20,3,40.0,44.688277223773206,0.98226330214128,10.471598307291666
20,4,40.0,38.642643617935526,0.9362279641842247,10.473251342773438
20,5,40.0,32.697574298749984,0.8107231456919239,10.46875
20,6,40.0,26.665933006429423,0.58863404547649,10.470072428385416
20,7,40.0,20.503823406274083,0.36759113210913696,10.464913504464286
20,8,40.0,14.344605989433212,0.18049458236441407,10.4705810546875
21,1,38.095238095238095,58.35979424123454,0.9992148305829212,9.48638916015625
21,2,38.095238095238095,51.36562571626702,0.9960876842476223,9.534454345703125
21,3,38.095238095238095,45.11715840276163,0.9839575749804366,9.541829427083334
21,4,38.095238095238095,39.05831321605471,0.94144727029949,9.540557861328125
21,5,38.095238095238095,33.04296534503129,0.8217522824506273,9.54803466796875
