åÎÇËÉpÉ^Å[Éìí∑, ñÑÇﬂçûÇ›îÕàÕ, ñÑÇﬂçûÇ›ó¶,PSNR,SSIM,åÎÇËó¶
8,1,100.0,51.13157143044206,0.9984441632719931,50.10986328125
8,2,100.0,44.00677651248866,0.9923047620171405,50.146484375
8,3,100.0,37.71020687865024,0.969401410253205,50.093587239583336
8,4,100.0,31.565670188574842,0.8958805504657125,50.11405944824219
8,5,100.0,25.568251084351456,0.7196750706038803,50.0830078125
8,6,100.0,19.438769761425593,0.44586518314912776,50.0274658203125
8,7,100.0,13.298134538252938,0.2081310679400075,50.020926339285715
8,8,100.0,6.742759056970286,0.012904592805241621,50.00457763671875
9,1,88.88888888888889,52.514895974851676,0.9988162977576359,36.4410400390625
9,2,88.88888888888889,45.409918961750286,0.9941114784771007,36.47918701171875
9,3,88.88888888888889,39.14428080283478,0.9761921330176703,36.43646240234375
9,4,88.88888888888889,33.029627036189176,0.9169181569988556,36.43035888671875
9,5,88.88888888888889,27.002722869750954,0.7659793414016121,36.416015625
9,6,88.88888888888889,20.878840409860672,0.5111754299412601,36.383056640625
9,7,88.88888888888889,14.79687118973374,0.26100313589729374,36.368015834263396
9,8,88.88888888888889,8.383639234411973,0.049391024964862376,36.362457275390625
10,1,80.0,53.277709447228915,0.998994905361717,30.57098388671875
10,2,80.0,46.20538803044354,0.9949794199640078,30.5755615234375
10,3,80.0,39.93912709841395,0.9798017655653233,30.527750651041668
10,4,80.0,33.8278925423176,0.9279028654642324,30.5419921875
10,5,80.0,27.794139969979913,0.7901978618414193,30.537109375
10,6,80.0,21.699817755381705,0.5468911601930888,30.527242024739582
10,7,80.0,15.610320474486103,0.2914400901515836,30.498613630022323
10,8,80.0,9.263489590722298,0.07016897572976859,30.487442016601562
11,1,72.72727272727273,54.095568653346746,0.9991487237678963,25.323486328125
11,2,72.72727272727273,47.01369343452853,0.9958026039106225,25.35247802734375
11,3,72.72727272727273,40.73576390178467,0.9828255537169645,25.34332275390625
11,4,72.72727272727273,34.657384323518585,0.9379277783620782,25.334548950195312
11,5,72.72727272727273,28.628280876668622,0.8142371980312513,25.33538818359375
11,6,72.72727272727273,22.551455824458834,0.5843860569054035,25.3326416015625
11,7,72.72727272727273,16.48823341114452,0.3266038535034811,25.3173828125
11,8,72.72727272727273,10.19970312732941,0.09311006321293733,25.302696228027344
12,1,66.66666666666666,54.69452071080659,0.9992555296303038,22.0611572265625
12,2,66.66666666666666,47.655835075872226,0.9963304521842407,22.04132080078125
12,3,66.66666666666666,41.39211263238884,0.9850020821152219,22.039794921875
12,4,66.66666666666666,35.265677827465524,0.9444310673568854,22.031021118164062
12,5,66.66666666666666,29.25002278379727,0.8310545496667091,22.027587890625
12,6,66.66666666666666,23.19064824636799,0.6131231493783921,22.023518880208332
12,7,66.66666666666666,17.10458517630784,0.35115480605077753,22.014072963169642
12,8,66.66666666666666,10.838391643728112,0.11307503137614333,22.001075744628906
13,1,61.53846153846154,55.14449255987262,0.9993274353006658,19.88983154296875
13,2,61.53846153846154,48.109451593729176,0.9966356519720697,19.8822021484375
13,3,61.53846153846154,41.82347976731795,0.9861698356227849,19.911702473958332
13,4,61.53846153846154,35.69447821245357,0.9488512020750113,19.909286499023438
13,5,61.53846153846154,29.69067916983462,0.8425060838039878,19.90447998046875
13,6,61.53846153846154,23.597918191448038,0.6300257129672152,19.905598958333332
13,7,61.53846153846154,17.535176651564203,0.3689753333147405,19.901602608816965
13,8,61.53846153846154,11.304328044745668,0.12488975062523407,19.898414611816406
14,1,57.14285714285714,55.56135234745628,0.9993831577214587,18.0694580078125
14,2,57.14285714285714,48.517421279103544,0.996926329268547,18.059539794921875
14,3,57.14285714285714,42.265050052162124,0.9874105725517164,18.088277180989582
14,4,57.14285714285714,36.1465602950277,0.9523937023639224,18.076324462890625
14,5,57.14285714285714,30.142886052519806,0.8524225840508315,18.0718994140625
14,6,57.14285714285714,24.031315088221675,0.6486136105024225,18.071746826171875
14,7,57.14285714285714,18.004138325252967,0.38737158724906057,18.065534319196427
14,8,57.14285714285714,11.713416429690435,0.1388048871823074,18.065452575683594
15,1,53.333333333333336,55.97062408634499,0.9994408560277332,16.44439697265625
15,2,53.333333333333336,48.94145047772775,0.9972088547023565,16.43524169921875
15,3,53.333333333333336,42.62500835677129,0.9882557150775059,16.477457682291668
15,4,53.333333333333336,36.55534746335512,0.956971642984404,16.473388671875
15,5,53.333333333333336,30.56347774230947,0.863924468468277,16.45782470703125
15,6,53.333333333333336,24.49146483336476,0.6707685635811999,16.4581298828125
15,7,53.333333333333336,18.390306328928826,0.4131966797731555,16.459001813616073
15,8,53.333333333333336,12.169738639483823,0.160096228538929,16.454124450683594
16,1,50.0,56.35111154477573,0.9994863898927819,15.06500244140625
16,2,50.0,49.35719069581669,0.9974752447771945,15.027618408203125
16,3,50.0,43.0378814995299,0.9894540047143655,15.034993489583334
16,4,50.0,36.94643402212247,0.9607795533784244,15.038299560546875
16,5,50.0,30.93111320075181,0.8754105145632618,15.02899169921875
16,6,50.0,24.893259527769366,0.6931789445954312,15.0146484375
16,7,50.0,18.809498626622535,0.44322807150530585,15.013994489397321
16,8,50.0,12.58390197244,0.18488181516055271,15.010261535644531
17,1,47.05882352941176,56.763323199317554,0.9995284628599177,13.70086669921875
17,2,47.05882352941176,49.71558439873056,0.9976493185577995,13.706207275390625
17,3,47.05882352941176,43.451679126196325,0.9902541942028298,13.710530598958334
17,4,47.05882352941176,37.369476284761085,0.9635897335134608,13.724136352539062
17,5,47.05882352941176,31.346442620667275,0.8828138999180832,13.72406005859375
17,6,47.05882352941176,25.289988710927062,0.7060253458957602,13.711802164713541
17,7,47.05882352941176,19.22729462254655,0.4517406457944222,13.716997419084821
17,8,47.05882352941176,13.00985183327785,0.19072513207973024,13.718414306640625
18,1,44.44444444444444,57.153229437238686,0.9995653252527877,12.5244140625
18,2,44.44444444444444,50.10675806496159,0.9978345679117284,12.537384033203125
18,3,44.44444444444444,43.86413062489101,0.9910374804743562,12.52899169921875
18,4,44.44444444444444,37.7398541402578,0.9658866677352425,12.54425048828125
18,5,44.44444444444444,31.752979289356293,0.8887805571187984,12.528076171875
18,6,44.44444444444444,25.659476024993822,0.7139597701763842,12.525177001953125
18,7,44.44444444444444,19.642687139257042,0.4642953177178916,12.520490373883929
18,8,44.44444444444444,13.410688856945388,0.20084011969978963,12.525367736816406
19,1,42.10526315789473,57.55310468713206,0.9996022452264348,11.4227294921875
19,2,42.10526315789473,50.49662421888506,0.9979993351430543,11.449432373046875
19,3,42.10526315789473,44.2704472971008,0.9918572397691108,11.446126302083334
19,4,42.10526315789473,38.18874891320001,0.969135917156046,11.451339721679688
19,5,42.10526315789473,32.13137818097956,0.8968436725022597,11.4501953125
19,6,42.10526315789473,26.09462234586864,0.7313769328083376,11.446634928385416
19,7,42.10526315789473,20.052516023805026,0.48436450342317294,11.448015485491071
19,8,42.10526315789473,13.856600642296232,0.21395108455030457,11.453437805175781
20,1,40.0,57.93489482576468,0.9996343846409245,10.46142578125
20,2,40.0,50.89831985764641,0.9981690148692025,10.482025146484375
20,3,40.0,44.681084335907606,0.9925405845475354,10.471598307291666
20,4,40.0,38.59105951727467,0.9714376094503882,10.473251342773438
20,5,40.0,32.53090643975292,0.9032328392017958,10.46875
20,6,40.0,26.47432942331255,0.7440817300273351,10.470072428385416
20,7,40.0,20.446342649901474,0.5022627867362225,10.464913504464286
20,8,40.0,14.272426633597124,0.22718530885428867,10.4705810546875
21,1,38.095238095238095,58.35979424123454,0.9996660778628086,9.48638916015625
21,2,38.095238095238095,51.315669574339076,0.9983178652601358,9.534454345703125
21,3,38.095238095238095,45.06476691687556,0.9930763768748395,9.541829427083334
21,4,38.095238095238095,38.96744506040467,0.9736016433920323,9.540557861328125
21,5,38.095238095238095,32.92461194653369,0.9105392892566329,9.54803466796875
21,6,38.095238095238095,26.8845069255956,0.7598623733899241,9.550221761067709
21,7,38.095238095238095,20.856898712710247,0.5208306409382782,9.552219935825892
21,8,38.095238095238095,14.746024279411001,0.2456062023614375,9.544944763183594
22,1,36.36363636363637,58.737616345177784,0.9996966558408052,8.69598388671875
22,2,36.36363636363637,51.7199628752421,0.9984909418814515,8.721923828125
22,3,36.36363636363637,45.45001886125931,0.9936866319405577,8.720906575520834
22,4,36.36363636363637,39.38536296334051,0.9756608565882445,8.716583251953125
22,5,36.36363636363637,33.34373558128693,0.9164173323940965,8.72314453125
22,6,36.36363636363637,27.29390360905081,0.7722283974557683,8.722941080729166
22,7,36.36363636363637,21.26216944228115,0.5373101871305461,8.72039794921875
22,8,36.36363636363637,15.149976927616052,0.2631883380406413,8.716964721679688
23,1,34.78260869565217,58.96202503566024,0.9997061083893869,8.258056640625
23,2,34.78260869565217,51.93843303270775,0.9985477998628634,8.28704833984375
23,3,34.78260869565217,45.68137972790686,0.9940065279176962,8.285013834635416
23,4,34.78260869565217,39.620176870594264,0.9768862491773435,8.282089233398438
23,5,34.78260869565217,33.55844353711134,0.9202880065926123,8.2891845703125
23,6,34.78260869565217,27.54359612997827,0.7809410474743239,8.290354410807291
23,7,34.78260869565217,21.48808381868791,0.547216310749256,8.290754045758929
23,8,34.78260869565217,15.3774895410351,0.2718503427450789,8.28857421875
24,1,33.33333333333333,59.156499373626545,0.9997206061015206,7.89642333984375
24,2,33.33333333333333,52.11408210928504,0.9986144671942514,7.9315185546875
24,3,33.33333333333333,45.894368093788415,0.9942455579592158,7.92083740234375
24,4,33.33333333333333,39.79245967380769,0.9778335780818489,7.9204559326171875
24,5,33.33333333333333,33.76408694723428,0.9231144990973931,7.926025390625
