ÉtÉ@ÉCÉãñº, ñÑÇﬂçûÇ›ó¶,PSNR,SSIM,åÎÇËó¶
1,100.0,51.13157143044206,0.9964893445462998,50.10986328125
1,100.0,51.13157143044206,0.9982141261290876,50.10986328125
1,100.0,51.13157143044206,0.996448282150812,50.10986328125
1,100.0,51.13157143044206,0.9994209962108038,50.10986328125
1,100.0,51.13157143044206,0.9984441632719931,50.10986328125
1,100.0,51.13157143044206,0.9958574572284098,50.10986328125
1,100.0,51.13157143044206,0.9968065644075481,50.10986328125
1,100.0,51.13157143044206,0.9986277972118808,50.10986328125
1,100.0,51.13157143044206,0.9967006289015754,50.10986328125
1,100.0,51.13157143044206,0.997481098481642,50.10986328125
1,100.0,51.13157143044206,0.9986422056189985,50.10986328125
1,100.0,51.13157143044206,0.9971340991695385,50.10986328125
1,88.88888888888889,52.514895974851676,0.9974458047151983,36.4410400390625
1,88.88888888888889,52.514895974851676,0.99870916545093,36.4410400390625
1,88.88888888888889,52.514895974851676,0.9974084682202184,36.4410400390625
1,88.88888888888889,52.514895974851676,0.9995382673066661,36.4410400390625
1,88.88888888888889,52.514895974851676,0.9988162977576359,36.4410400390625
1,88.88888888888889,52.514895974851676,0.9969691096080829,36.4410400390625
1,88.88888888888889,52.514895974851676,0.9976489270832228,36.4410400390625
1,88.88888888888889,52.514895974851676,0.9989993707717628,36.4410400390625
1,88.88888888888889,52.514895974851676,0.9976034535943425,36.4410400390625
1,88.88888888888889,52.514895974851676,0.9981173505603697,36.4410400390625
1,88.88888888888889,52.514895974851676,0.9989705672388416,36.4410400390625
1,88.88888888888889,52.514895974851676,0.9979206576927454,36.4410400390625
1,80.0,53.277709447228915,0.9978374367292262,30.57098388671875
1,80.0,53.277709447228915,0.9989137732498689,30.57098388671875
1,80.0,53.277709447228915,0.9978150264393314,30.57098388671875
1,80.0,53.277709447228915,0.9995967164307829,30.57098388671875
1,80.0,53.277709447228915,0.998994905361717,30.57098388671875
1,80.0,53.277709447228915,0.9974617449546302,30.57098388671875
1,80.0,53.277709447228915,0.9980266035206011,30.57098388671875
1,80.0,53.277709447228915,0.9991623380626695,30.57098388671875
1,80.0,53.277709447228915,0.9979860692604542,30.57098388671875
1,80.0,53.277709447228915,0.9984017908765482,30.57098388671875
1,80.0,53.277709447228915,0.9991223805597677,30.57098388671875
1,80.0,53.277709447228915,0.9982477738792364,30.57098388671875
1,72.72727272727273,54.095568653346746,0.9982121823693403,25.323486328125
1,72.72727272727273,54.095568653346746,0.9990996910408503,25.323486328125
1,72.72727272727273,54.095568653346746,0.998196749657898,25.323486328125
1,72.72727272727273,54.095568653346746,0.9996551985234247,25.323486328125
1,72.72727272727273,54.095568653346746,0.9991487237678963,25.323486328125
1,72.72727272727273,54.095568653346746,0.9978924719987786,25.323486328125
1,72.72727272727273,54.095568653346746,0.9983627179511242,25.323486328125
1,72.72727272727273,54.095568653346746,0.9993058738655981,25.323486328125
1,72.72727272727273,54.095568653346746,0.9983254863363589,25.323486328125
1,72.72727272727273,54.095568653346746,0.9986612390791153,25.323486328125
1,72.72727272727273,54.095568653346746,0.999257151006857,25.323486328125
1,72.72727272727273,54.095568653346746,0.9985520847406267,25.323486328125
1,66.66666666666666,54.69452071080659,0.9984496022750055,22.0611572265625
1,66.66666666666666,54.69452071080659,0.9992172711108407,22.0611572265625
1,66.66666666666666,54.69452071080659,0.9984271933892588,22.0611572265625
1,66.66666666666666,54.69452071080659,0.999692692409942,22.0611572265625
1,66.66666666666666,54.69452071080659,0.9992555296303038,22.0611572265625
1,66.66666666666666,54.69452071080659,0.9981694485754151,22.0611572265625
1,66.66666666666666,54.69452071080659,0.9985668727204098,22.0611572265625
1,66.66666666666666,54.69452071080659,0.9993944795482779,22.0611572265625
1,66.66666666666666,54.69452071080659,0.9985460302211744,22.0611572265625
1,66.66666666666666,54.69452071080659,0.9988304414367307,22.0611572265625
1,66.66666666666666,54.69452071080659,0.9993486629083953,22.0611572265625
1,66.66666666666666,54.69452071080659,0.9987333662284623,22.0611572265625
1,61.53846153846154,55.14449255987262,0.9985973405168082,19.88983154296875
1,61.53846153846154,55.14449255987262,0.9992995114666329,19.88983154296875
1,61.53846153846154,55.14449255987262,0.9985884834998342,19.88983154296875
1,61.53846153846154,55.14449255987262,0.9997183250837774,19.88983154296875
1,61.53846153846154,55.14449255987262,0.9993274353006658,19.88983154296875
